Customer ID,Age,Gender,Item Purchased,Category,Unit sold,Unit Price,Purchase_Amount_inr,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3488,25,Female,Sandals,Footwear,1,1200,1200,Nagpur,L,Beige,Fall,2.9,No,Store Pickup,No,No,9,Debit Card,Annually
3489,62,Female,Sweater,Clothing,2,1350,2700,Indore,XL,Teal,Spring,4.9,No,Store Pickup,No,No,30,Cash,Quarterly
3490,48,Female,Dress,Clothing,2,1300,2600,Bhopal,L,Black,Summer,4.6,No,2-Day Shipping,No,No,31,UPI,Every 3 Months
3491,62,Female,Boots,Footwear,2,4100,8200,Patna,M,Violet,Spring,3.6,No,Store Pickup,No,No,49,PhonePe,Quarterly
3492,22,Female,Pants,Clothing,2,1400,2800,Ranchi,M,Orange,Winter,4.3,No,Express,No,No,9,Google Pay,Monthly
3493,48,Female,Gloves,Accessories,1,3250,3250,Bhubaneswar,M,Turquoise,Fall,4.6,No,Standard,No,No,18,Paytm,Annually
3494,48,Female,Pants,Clothing,2,4100,8200,Visakhapatnam,XL,Black,Winter,4.7,No,Store Pickup,No,No,12,Credit Card,Weekly
3495,62,Female,Scarf,Accessories,1,1900,1900,Vijayawada,M,Silver,Winter,3.5,No,Free Shipping,No,No,10,Debit Card,Quarterly
3496,24,Female,Shorts,Clothing,1,1650,1650,Kochi,XL,Gray,Spring,2.8,No,Free Shipping,No,No,24,Net Banking,Weekly
3497,39,Female,Shoes,Footwear,2,1900,3800,Thiruvananthapuram,M,Pink,Summer,4,No,Free Shipping,No,No,14,Amazon Pay,Monthly
3498,35,Female,Handbag,Accessories,3,2400,7200,Coimbatore,M,Red,Spring,4.3,No,Store Pickup,No,No,15,EMI,Every 3 Months
3499,47,Female,Sandals,Footwear,3,1750,5250,Madurai,M,Lavender,Summer,3.8,No,Standard,No,No,26,Bank Transfer,Bi-Weekly
3500,22,Female,Socks,Clothing,3,1450,4350,Mysuru,L,Indigo,Fall,3,No,Next Day Air,No,No,6,Cash,Every 3 Months
3501,38,Female,Shirt,Clothing,2,2400,4800,Mangaluru,S,Silver,Fall,4.6,No,Next Day Air,No,No,2,UPI,Fortnightly
3502,53,Female,Shoes,Footwear,2,4350,8700,Nashik,M,Silver,Fall,4.8,No,Standard,No,No,14,PhonePe,Weekly
3503,31,Female,Backpack,Accessories,3,3100,9300,Aurangabad,M,Green,Fall,4.7,No,Next Day Air,No,No,4,Google Pay,Quarterly
3504,31,Female,Shirt,Clothing,1,4800,4800,Kolhapur,M,Pink,Spring,3.9,No,Free Shipping,No,No,1,Paytm,Weekly
3505,65,Female,Handbag,Accessories,1,2050,2050,Thane,S,Violet,Fall,4,No,Next Day Air,No,No,50,Credit Card,Monthly
3506,48,Female,Jewelry,Accessories,1,2100,2100,Navi Mumbai,L,Red,Winter,3.7,No,2-Day Shipping,No,No,34,Debit Card,Every 3 Months
3507,18,Female,Shirt,Clothing,3,2850,8550,Vasai-Virar,L,Olive,Winter,3.7,No,2-Day Shipping,No,No,22,Net Banking,Fortnightly
3508,46,Female,Handbag,Accessories,1,3250,3250,Kalyan-Dombivli,S,Purple,Spring,4.2,No,Store Pickup,No,No,45,Amazon Pay,Every 3 Months
3509,52,Female,Pants,Clothing,3,2700,8100,Noida,M,Gray,Fall,4.7,No,Standard,No,No,32,EMI,Weekly
3510,50,Female,T-shirt,Clothing,1,1100,1100,Gurugram,L,Brown,Winter,4.3,No,Next Day Air,No,No,46,EMI,Bi-Weekly
3511,49,Female,Sneakers,Footwear,3,4800,14400,Faridabad,S,Orange,Fall,4.9,No,2-Day Shipping,No,No,42,Credit Card,Monthly
3512,69,Female,Jewelry,Accessories,2,4050,8100,Ghaziabad,M,Blue,Summer,3.9,No,2-Day Shipping,No,No,33,Credit Card,Every 3 Months
3513,36,Female,Shirt,Clothing,3,2300,6900,Chandigarh,M,White,Fall,3.4,No,Free Shipping,No,No,43,Cash,Quarterly
3514,30,Female,Blouse,Clothing,2,3700,7400,Ludhiana,XL,Charcoal,Spring,4.2,No,Store Pickup,No,No,29,Cash,Fortnightly
3515,25,Female,Sneakers,Footwear,2,2500,5000,Amritsar,XL,Gray,Winter,4.7,No,Express,No,No,27,UPI,Monthly
3516,19,Female,Dress,Clothing,1,4000,4000,Jammu,XL,Charcoal,Winter,4,No,Next Day Air,No,No,24,PhonePe,Bi-Weekly
3517,34,Female,Boots,Footwear,3,2800,8400,Srinagar,S,White,Summer,4,No,Free Shipping,No,No,9,Google Pay,Bi-Weekly
3518,29,Female,Skirt,Clothing,2,3450,6900,Shimla,M,Orange,Winter,3.1,No,Next Day Air,No,No,40,Paytm,Every 3 Months
3519,50,Female,Shirt,Clothing,2,4850,9700,Dehradun,M,Black,Spring,4.2,No,Standard,No,No,3,Credit Card,Quarterly
3520,31,Female,Shorts,Clothing,2,3300,6600,Agra,M,White,Winter,3.7,No,Next Day Air,No,No,18,Debit Card,Fortnightly
3521,41,Female,Hat,Accessories,2,3500,7000,Varanasi,S,Brown,Spring,3.1,No,Express,No,No,24,Net Banking,Monthly
3522,52,Female,Shoes,Footwear,3,2500,7500,Prayagraj,M,Pink,Winter,3.7,No,Store Pickup,No,No,12,Amazon Pay,Weekly
3523,27,Female,Pants,Clothing,1,4250,4250,Gwalior,M,Yellow,Spring,3.2,No,Store Pickup,No,No,28,EMI,Quarterly
3524,49,Female,Backpack,Accessories,3,2950,8850,Jabalpur,M,Cyan,Summer,2.8,No,Standard,No,No,5,Cash,Fortnightly
3525,69,Female,Pants,Clothing,3,3700,11100,Raipur,L,Silver,Summer,2.9,No,Free Shipping,No,No,26,Bank Transfer,Monthly
3526,45,Female,Sunglasses,Accessories,3,1900,5700,Goa,L,Olive,Winter,3.5,No,Standard,No,No,13,Debit Card,Annually
3527,20,Female,Sweater,Clothing,3,4950,14850,Udaipur,M,Olive,Spring,3.8,No,Express,No,No,21,Bank Transfer,Every 3 Months
3528,25,Female,Blouse,Clothing,3,4850,14550,Jodhpur,S,Charcoal,Spring,4.7,No,Free Shipping,No,No,29,Bank Transfer,Weekly
3529,38,Female,Scarf,Accessories,2,3350,6700,Rajkot,L,Gray,Summer,4.5,No,Free Shipping,No,No,13,Credit Card,Annually
3530,55,Female,T-shirt,Clothing,2,1000,2000,Vadodara,S,Maroon,Winter,3.9,No,Next Day Air,No,No,49,Cash,Weekly
3531,62,Female,Sunglasses,Accessories,2,2250,4500,Siliguri,L,Black,Spring,3.4,No,Express,No,No,14,UPI,Weekly
3532,54,Female,Shoes,Footwear,2,2600,5200,Guwahati,XL,Violet,Winter,4.6,No,2-Day Shipping,No,No,19,PhonePe,Quarterly
3533,61,Female,Pants,Clothing,1,3400,3400,Imphal,L,Indigo,Fall,4.6,No,Standard,No,No,45,Google Pay,Annually
3534,50,Female,Sneakers,Footwear,3,4900,14700,Aizawl,L,Yellow,Fall,4.7,No,Standard,No,No,45,Paytm,Fortnightly
3535,65,Female,Shoes,Footwear,2,4150,8300,Shillong,M,Gray,Fall,3.2,No,Express,No,No,39,Credit Card,Weekly
3536,68,Female,Shorts,Clothing,3,2550,7650,Nagpur,M,Red,Summer,5,No,Express,No,No,24,Debit Card,Monthly
3537,55,Female,Handbag,Accessories,3,1050,3150,Mumbai,L,Peach,Spring,4.5,No,Express,No,No,7,Net Banking,Monthly
3538,57,Female,Handbag,Accessories,3,4600,13800,Pune,M,Gray,Spring,3.5,No,Standard,No,No,22,Amazon Pay,Every 3 Months
3539,56,Female,Shoes,Footwear,2,3150,6300,Delhi,S,White,Spring,4.5,No,Store Pickup,No,No,48,Amazon Pay,Monthly
3540,29,Female,Jewelry,Accessories,3,2800,8400,Bengaluru,S,Green,Spring,3.2,No,Express,No,No,49,Amazon Pay,Bi-Weekly
3541,24,Female,Shorts,Clothing,3,4750,14250,Hyderabad,M,Magenta,Spring,4.6,No,Free Shipping,No,No,46,Amazon Pay,Weekly
3542,59,Female,Blouse,Clothing,3,3300,9900,Chennai,M,Olive,Winter,4,No,Next Day Air,No,No,42,Amazon Pay,Annually
3543,62,Female,Coat,Outerwear,2,1400,2800,Kolkata,S,Olive,Spring,4.2,No,Express,No,No,5,Bank Transfer,Weekly
3544,58,Female,Hat,Accessories,2,4150,8300,Ahmedabad,M,Blue,Winter,4.1,No,Standard,No,No,8,Cash,Every 3 Months
3545,64,Female,Socks,Clothing,3,2750,8250,Surat,XL,Charcoal,Fall,3.6,No,2-Day Shipping,No,No,10,Cash,Every 3 Months
3546,48,Female,Sandals,Footwear,1,1400,1400,Jaipur,M,Yellow,Spring,3.7,No,2-Day Shipping,No,No,22,UPI,Annually
3547,60,Female,Scarf,Accessories,1,3950,3950,Lucknow,M,Violet,Summer,3.6,No,Free Shipping,No,No,38,PhonePe,Bi-Weekly
3548,52,Female,Scarf,Accessories,3,1550,4650,Kanpur,L,Magenta,Summer,3.8,No,Standard,No,No,50,Google Pay,Annually
3549,63,Female,Blouse,Clothing,1,1850,1850,Nagpur,M,Red,Fall,3,No,Standard,No,No,12,Paytm,Fortnightly
3550,44,Female,T-shirt,Clothing,1,1700,1700,Indore,M,Cyan,Summer,3.4,No,2-Day Shipping,No,No,40,Credit Card,Fortnightly
3551,63,Female,Shoes,Footwear,2,3700,7400,Bhopal,S,Orange,Winter,4.8,No,Standard,No,No,3,Debit Card,Weekly
3552,66,Female,Gloves,Accessories,2,1550,3100,Patna,L,Black,Spring,2.6,No,Store Pickup,No,No,2,Net Banking,Weekly
3553,22,Female,Sunglasses,Accessories,3,3300,9900,Ranchi,M,Blue,Winter,2.9,No,Next Day Air,No,No,9,Amazon Pay,Quarterly
3554,62,Female,Shoes,Footwear,2,4950,9900,Bhubaneswar,M,Charcoal,Spring,4.9,No,Free Shipping,No,No,7,EMI,Weekly
3555,39,Female,Dress,Clothing,3,2750,8250,Visakhapatnam,M,Indigo,Spring,5,No,Free Shipping,No,No,28,Cash,Fortnightly
3556,25,Female,Blouse,Clothing,2,1150,2300,Vijayawada,L,Silver,Spring,4.6,No,Next Day Air,No,No,3,UPI,Quarterly
3557,70,Female,Sweater,Clothing,1,4400,4400,Kochi,M,Brown,Fall,4.2,No,Express,No,No,35,PhonePe,Bi-Weekly
3558,52,Female,Jacket,Outerwear,1,1300,1300,Thiruvananthapuram,M,Peach,Summer,4.9,No,Next Day Air,No,No,41,Google Pay,Every 3 Months
3559,68,Female,Backpack,Accessories,3,4700,14100,Coimbatore,L,Magenta,Summer,4.8,No,Standard,No,No,8,Paytm,Quarterly
3560,18,Female,Shorts,Clothing,2,1250,2500,Madurai,M,Beige,Fall,3,No,Next Day Air,No,No,11,Credit Card,Every 3 Months
3561,18,Female,Socks,Clothing,2,4800,9600,Mysuru,XL,Violet,Fall,3.5,No,Express,No,No,32,Debit Card,Annually
3562,63,Female,Sneakers,Footwear,1,1450,1450,Mangaluru,L,Black,Spring,3.4,No,Standard,No,No,12,Net Banking,Fortnightly
3563,47,Female,Sneakers,Footwear,1,1800,1800,Nashik,M,Cyan,Winter,3.4,No,Free Shipping,No,No,46,Amazon Pay,Weekly
3564,43,Female,Blouse,Clothing,2,4500,9000,Aurangabad,M,Green,Summer,4.9,No,Standard,No,No,37,EMI,Every 3 Months
3565,60,Female,Gloves,Accessories,1,1900,1900,Kolhapur,S,Brown,Summer,4.4,No,Free Shipping,No,No,41,Bank Transfer,Annually
3566,49,Female,Handbag,Accessories,3,2600,7800,Thane,S,Gray,Spring,4.2,No,Store Pickup,No,No,24,Google Pay,Monthly
3567,28,Female,Jeans,Clothing,2,4400,8800,Navi Mumbai,S,Orange,Spring,3.1,No,Next Day Air,No,No,43,Cash,Monthly
3568,32,Female,Scarf,Accessories,3,2800,8400,Vasai-Virar,S,Silver,Summer,4,No,Next Day Air,No,No,37,EMI,Monthly
3569,29,Female,Sandals,Footwear,3,3550,10650,Kalyan-Dombivli,M,Purple,Spring,4.8,No,Next Day Air,No,No,34,Debit Card,Quarterly
3570,35,Female,Sandals,Footwear,1,4700,4700,Noida,M,Olive,Fall,3.3,No,Express,No,No,47,Paytm,Fortnightly
3571,23,Female,Dress,Clothing,2,4850,9700,Gurugram,XL,Teal,Winter,4.7,No,Standard,No,No,8,Net Banking,Annually
3572,70,Female,Skirt,Clothing,2,1350,2700,Faridabad,M,White,Summer,3.2,No,Standard,No,No,40,UPI,Every 3 Months
3573,23,Female,Shorts,Clothing,2,1400,2800,Ghaziabad,M,Black,Spring,5,No,Standard,No,No,42,Amazon Pay,Monthly
3574,43,Female,Jeans,Clothing,1,3350,3350,Chandigarh,L,Maroon,Fall,4.9,No,Free Shipping,No,No,45,Credit Card,Monthly
3575,29,Female,Socks,Clothing,2,3500,7000,Ludhiana,M,Cyan,Fall,4.9,No,Express,No,No,6,PhonePe,Quarterly
3576,61,Female,Coat,Outerwear,2,4750,9500,Amritsar,M,Violet,Fall,3.7,No,Express,No,No,28,Google Pay,Bi-Weekly
3577,29,Female,Boots,Footwear,3,1200,3600,Jammu,L,Yellow,Spring,3,No,Express,No,No,22,Cash,Bi-Weekly
3578,66,Female,Belt,Accessories,1,1750,1750,Srinagar,S,Yellow,Winter,2.6,No,Standard,No,No,27,EMI,Weekly
3579,46,Female,Shoes,Footwear,1,1100,1100,Shimla,L,Olive,Winter,2.6,No,Standard,No,No,39,Debit Card,Quarterly
3580,34,Female,Scarf,Accessories,2,3300,6600,Dehradun,L,Olive,Fall,4.8,No,Standard,No,No,6,Paytm,Every 3 Months
3581,51,Female,Blouse,Clothing,1,4150,4150,Agra,M,Magenta,Summer,3.2,No,2-Day Shipping,No,No,22,Net Banking,Bi-Weekly
3582,26,Female,Dress,Clothing,1,4750,4750,Varanasi,M,Orange,Fall,4.9,No,Next Day Air,No,No,1,UPI,Weekly
3583,23,Female,Shorts,Clothing,1,2050,2050,Prayagraj,S,Beige,Summer,3.4,No,2-Day Shipping,No,No,22,Amazon Pay,Annually
3584,52,Female,Blouse,Clothing,2,3850,7700,Gwalior,L,Brown,Summer,2.7,No,Store Pickup,No,No,45,Credit Card,Every 3 Months
3585,39,Female,Sneakers,Footwear,3,2600,7800,Jabalpur,L,Indigo,Fall,4.8,No,Express,No,No,46,PhonePe,Monthly
3586,39,Female,Gloves,Accessories,1,2050,2050,Raipur,XL,Gray,Winter,4.1,No,Standard,No,No,27,Credit Card,Bi-Weekly
3587,33,Female,Hoodie,Clothing,2,1400,2800,Goa,M,Yellow,Winter,4.6,No,Store Pickup,No,No,10,UPI,Bi-Weekly
3588,33,Female,Sweater,Clothing,1,4500,4500,Udaipur,S,Violet,Summer,4.4,No,Standard,No,No,1,Paytm,Annually
3589,23,Female,Sunglasses,Accessories,2,2750,5500,Jodhpur,M,Magenta,Spring,3.5,No,2-Day Shipping,No,No,32,Cash,Annually
3590,31,Female,Belt,Accessories,1,3650,3650,Rajkot,M,Blue,Spring,4.8,No,Next Day Air,No,No,1,Amazon Pay,Every 3 Months
3591,27,Female,Dress,Clothing,1,4350,4350,Vadodara,M,Gray,Fall,2.9,No,2-Day Shipping,No,No,6,PhonePe,Every 3 Months
3592,48,Female,Jacket,Outerwear,2,4450,8900,Siliguri,M,Gold,Winter,3.2,No,2-Day Shipping,No,No,35,Net Banking,Quarterly
3593,61,Female,Boots,Footwear,2,4100,8200,Guwahati,L,Lavender,Spring,4.4,No,2-Day Shipping,No,No,6,EMI,Fortnightly
3594,63,Female,Sandals,Footwear,3,4000,12000,Imphal,M,Black,Spring,4.6,No,Next Day Air,No,No,38,Google Pay,Monthly
3595,19,Female,Scarf,Accessories,2,4350,8700,Aizawl,L,Charcoal,Summer,2.6,No,2-Day Shipping,No,No,7,Debit Card,Quarterly
3596,21,Female,Blouse,Clothing,2,2050,4100,Shillong,M,Violet,Spring,3.1,No,Store Pickup,No,No,34,Bank Transfer,Annually
3597,28,Female,Hoodie,Clothing,3,4150,12450,Mumbai,M,Charcoal,Spring,4.3,No,Standard,No,No,1,UPI,Fortnightly
3598,29,Female,Sunglasses,Accessories,2,3550,7100,Pune,M,Maroon,Summer,3.1,No,Standard,No,No,47,PhonePe,Quarterly
3599,23,Female,Hoodie,Clothing,1,3800,3800,Delhi,XL,Purple,Spring,4.6,No,Store Pickup,No,No,4,Google Pay,Bi-Weekly
3600,37,Female,Scarf,Accessories,2,1700,3400,Bengaluru,S,Peach,Spring,4.6,No,Express,No,No,32,Paytm,Weekly
3601,67,Female,Dress,Clothing,2,4050,8100,Hyderabad,XL,Olive,Spring,2.7,No,Free Shipping,No,No,44,Credit Card,Bi-Weekly
3602,34,Female,T-shirt,Clothing,1,2350,2350,Chennai,M,Indigo,Summer,3,No,Next Day Air,No,No,38,Debit Card,Monthly
3603,58,Female,Skirt,Clothing,2,1800,3600,Kolkata,S,Magenta,Summer,3.3,No,Store Pickup,No,No,22,Cash,Quarterly
3604,45,Female,Jeans,Clothing,3,2550,7650,Ahmedabad,M,Gold,Spring,2.7,No,Free Shipping,No,No,36,Net Banking,Weekly
3605,63,Female,Hoodie,Clothing,3,4300,12900,Surat,M,Orange,Fall,3.3,No,Standard,No,No,50,Amazon Pay,Annually
3606,68,Female,Jeans,Clothing,3,2050,6150,Jaipur,M,Gold,Fall,4.3,No,Store Pickup,No,No,11,EMI,Every 3 Months
3607,41,Female,Sandals,Footwear,1,4500,4500,Lucknow,XL,Purple,Fall,4.8,No,Express,No,No,6,UPI,Annually
3608,50,Female,Hat,Accessories,2,4650,9300,Kanpur,L,Charcoal,Fall,3.3,No,Standard,No,No,5,PhonePe,Bi-Weekly
3609,24,Female,Gloves,Accessories,2,2800,5600,Nagpur,M,Cyan,Fall,4.3,No,Next Day Air,No,No,18,Google Pay,Every 3 Months
3610,21,Female,Socks,Clothing,2,1950,3900,Indore,M,Cyan,Summer,3,No,2-Day Shipping,No,No,20,Paytm,Monthly
3611,18,Female,Jacket,Outerwear,3,4300,12900,Bhopal,XL,Green,Fall,4.8,No,2-Day Shipping,No,No,45,Credit Card,Fortnightly
3612,63,Female,T-shirt,Clothing,2,4100,8200,Patna,M,Silver,Spring,2.9,No,Standard,No,No,24,Debit Card,Annually
3613,47,Female,Sandals,Footwear,3,1450,4350,Ranchi,M,Teal,Summer,3.6,No,Standard,No,No,15,Cash,Every 3 Months
3614,58,Female,Hat,Accessories,1,1350,1350,Bhubaneswar,M,Magenta,Fall,3.5,No,Store Pickup,No,No,39,Net Banking,Annually
3615,46,Female,Gloves,Accessories,3,1250,3750,Visakhapatnam,L,Maroon,Spring,4.7,No,2-Day Shipping,No,No,13,Amazon Pay,Annually
3616,35,Female,Dress,Clothing,2,1550,3100,Vijayawada,M,Gold,Winter,4.4,No,Free Shipping,No,No,11,EMI,Monthly
3617,42,Female,Hoodie,Clothing,2,1150,2300,Kochi,L,Purple,Winter,3.3,No,Store Pickup,No,No,48,Cash,Fortnightly
3618,48,Female,Belt,Accessories,1,2350,2350,Thiruvananthapuram,M,Lavender,Fall,4.3,No,Express,No,No,36,Debit Card,Monthly
3619,28,Female,Gloves,Accessories,1,3350,3350,Coimbatore,M,Maroon,Fall,4,No,2-Day Shipping,No,No,30,Debit Card,Bi-Weekly
3620,44,Female,Scarf,Accessories,3,3750,11250,Madurai,S,Magenta,Winter,4.9,No,2-Day Shipping,No,No,19,Credit Card,Weekly
3621,60,Female,Sandals,Footwear,3,4100,12300,Mysuru,M,Turquoise,Summer,2.9,No,Express,No,No,44,Debit Card,Fortnightly
3622,38,Female,Sneakers,Footwear,3,1600,4800,Mangaluru,XL,Silver,Summer,4,No,2-Day Shipping,No,No,21,Paytm,Fortnightly
3623,46,Female,Dress,Clothing,2,2050,4100,Nashik,M,Purple,Fall,4.3,No,Store Pickup,No,No,26,Credit Card,Annually
3624,39,Female,Jewelry,Accessories,2,4450,8900,Aurangabad,M,Violet,Winter,2.7,No,2-Day Shipping,No,No,8,Debit Card,Weekly
3625,22,Female,Hat,Accessories,3,4100,12300,Kolhapur,XL,Peach,Fall,5,No,Store Pickup,No,No,21,Cash on Delivery,Bi-Weekly
3626,44,Female,Scarf,Accessories,1,4950,4950,Thane,L,Green,Winter,4.4,No,Express,No,No,12,Net Banking,Weekly
3627,69,Female,Blouse,Clothing,2,4900,9800,Navi Mumbai,L,Teal,Fall,3.5,No,Express,No,No,22,Amazon Pay,Quarterly
3628,39,Female,Belt,Accessories,3,2700,8100,Vasai-Virar,M,Silver,Winter,3.3,No,Next Day Air,No,No,48,EMI,Every 3 Months
3629,53,Female,Blouse,Clothing,3,4400,13200,Kalyan-Dombivli,L,Purple,Summer,3.8,No,Free Shipping,No,No,7,UPI,Monthly
3630,52,Female,T-shirt,Clothing,3,2150,6450,Noida,L,Lavender,Summer,4.5,No,Standard,No,No,1,PhonePe,Fortnightly
3631,65,Female,Hat,Accessories,3,3650,10950,Gurugram,M,Lavender,Winter,4.8,No,Store Pickup,No,No,18,Google Pay,Weekly
3632,48,Female,Hat,Accessories,1,2500,2500,Faridabad,M,Peach,Fall,2.9,No,Store Pickup,No,No,9,Paytm,Monthly
3633,27,Female,Sneakers,Footwear,3,3650,10950,Ghaziabad,L,Green,Spring,3.2,No,Express,No,No,13,Credit Card,Quarterly
3634,39,Female,Gloves,Accessories,2,2550,5100,Chandigarh,M,Orange,Spring,2.8,No,Free Shipping,No,No,10,Debit Card,Bi-Weekly
3635,59,Female,Socks,Clothing,1,1100,1100,Ludhiana,M,Pink,Winter,3.3,No,Standard,No,No,48,Cash,Annually
3636,52,Female,Sandals,Footwear,2,1600,3200,Amritsar,L,Cyan,Fall,3.3,No,Free Shipping,No,No,20,UPI,Fortnightly
3637,50,Female,Sandals,Footwear,2,1900,3800,Jammu,L,Lavender,Summer,4.2,No,2-Day Shipping,No,No,33,PhonePe,Weekly
3638,32,Female,Boots,Footwear,2,3300,6600,Srinagar,L,Yellow,Winter,3.6,No,Express,No,No,50,Google Pay,Fortnightly
3639,40,Female,Backpack,Accessories,1,1000,1000,Shimla,M,Olive,Spring,4.6,No,Express,No,No,43,Paytm,Bi-Weekly
3640,26,Female,Coat,Outerwear,3,2200,6600,Dehradun,M,Brown,Summer,3.6,No,2-Day Shipping,No,No,24,Credit Card,Annually
3641,47,Female,Sunglasses,Accessories,3,1550,4650,Agra,L,Pink,Spring,4,No,Next Day Air,No,No,13,Debit Card,Monthly
3642,51,Female,Jacket,Outerwear,1,2250,2250,Varanasi,M,Cyan,Fall,2.7,No,Free Shipping,No,No,11,Net Banking,Every 3 Months
3643,47,Female,Dress,Clothing,3,3550,10650,Prayagraj,L,Maroon,Summer,4.4,No,Store Pickup,No,No,45,Amazon Pay,Annually
3644,53,Female,Scarf,Accessories,2,4800,9600,Gwalior,XL,Magenta,Fall,3.2,No,Standard,No,No,15,EMI,Annually
3645,35,Female,Blouse,Clothing,2,1600,3200,Jabalpur,M,Violet,Winter,2.6,No,Next Day Air,No,No,42,Cash,Weekly
3646,38,Female,Backpack,Accessories,3,4500,13500,Raipur,L,Silver,Summer,3.4,No,Free Shipping,No,No,29,Debit Card,Every 3 Months
3647,69,Female,Jewelry,Accessories,3,3400,10200,Goa,M,Maroon,Spring,5,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly
3648,47,Female,Shorts,Clothing,2,2250,4500,Udaipur,M,Gray,Winter,2.9,No,Store Pickup,No,No,6,Credit Card,Weekly
3649,31,Female,Skirt,Clothing,2,3350,6700,Jodhpur,M,White,Winter,5,No,Free Shipping,No,No,36,Credit Card,Bi-Weekly
3650,68,Female,Skirt,Clothing,2,2850,5700,Rajkot,M,Brown,Fall,4.4,No,Standard,No,No,31,Credit Card,Fortnightly
3651,51,Female,Jeans,Clothing,3,3000,9000,Vadodara,M,Silver,Summer,3.5,No,2-Day Shipping,No,No,36,Debit Card,Annually
3652,20,Female,Handbag,Accessories,3,1600,4800,Siliguri,M,Yellow,Spring,3.8,No,Express,No,No,22,Credit Card,Every 3 Months
3653,27,Female,Handbag,Accessories,3,1450,4350,Guwahati,S,Magenta,Fall,3.8,No,Store Pickup,No,No,48,Credit Card,Monthly
3654,67,Female,Coat,Outerwear,1,1000,1000,Imphal,M,Blue,Spring,3.9,No,Next Day Air,No,No,41,Debit Card,Fortnightly
3655,21,Female,Jewelry,Accessories,2,4900,9800,Aizawl,M,Green,Winter,3.3,No,Next Day Air,No,No,15,Cash,Annually
3656,20,Female,Sweater,Clothing,2,1350,2700,Shillong,M,Yellow,Fall,2.9,No,Next Day Air,No,No,45,UPI,Bi-Weekly
3657,35,Female,Jacket,Outerwear,3,3350,10050,Mumbai,XL,Cyan,Spring,3.7,No,2-Day Shipping,No,No,41,PhonePe,Monthly
3658,58,Female,Shoes,Footwear,2,4100,8200,Pune,L,Gold,Winter,3.7,No,Express,No,No,38,Google Pay,Every 3 Months
3659,28,Female,T-shirt,Clothing,1,3600,3600,Delhi,M,Magenta,Fall,4.6,No,Standard,No,No,7,Paytm,Fortnightly
3660,27,Female,Sandals,Footwear,1,3850,3850,Bengaluru,S,Gray,Fall,4.9,No,Store Pickup,No,No,47,Credit Card,Annually
3661,19,Female,Shoes,Footwear,3,3700,11100,Hyderabad,L,Indigo,Winter,3.1,No,2-Day Shipping,No,No,37,Debit Card,Fortnightly
3662,63,Female,Sandals,Footwear,2,1950,3900,Chennai,S,White,Winter,3.5,No,Next Day Air,No,No,12,Net Banking,Fortnightly
3663,69,Female,Shorts,Clothing,3,4000,12000,Kolkata,M,Indigo,Spring,4.9,No,Next Day Air,No,No,1,Amazon Pay,Weekly
3664,65,Female,Backpack,Accessories,1,2950,2950,Ahmedabad,M,Green,Summer,4.4,No,Express,No,No,32,EMI,Weekly
3665,63,Female,Jacket,Outerwear,1,3400,3400,Surat,M,Turquoise,Fall,4.4,No,Store Pickup,No,No,1,Cash,Fortnightly
3666,28,Female,Socks,Clothing,3,3850,11550,Jaipur,M,Peach,Fall,3.4,No,Next Day Air,No,No,5,Cash,Quarterly
3667,67,Female,Jewelry,Accessories,1,2500,2500,Lucknow,M,Olive,Winter,3,No,2-Day Shipping,No,No,30,Debit Card,Every 3 Months
3668,51,Female,Pants,Clothing,1,2250,2250,Kanpur,L,Cyan,Fall,2.6,No,Next Day Air,No,No,47,Cash,Monthly
3669,59,Female,Blouse,Clothing,2,3550,7100,Nagpur,XL,Magenta,Summer,3.2,No,Store Pickup,No,No,22,UPI,Annually
3670,25,Female,Socks,Clothing,2,2600,5200,Indore,S,Silver,Fall,4.6,No,Store Pickup,No,No,39,PhonePe,Quarterly
3671,31,Female,Shoes,Footwear,3,2500,7500,Bhopal,S,White,Winter,3.8,No,Free Shipping,No,No,1,Google Pay,Every 3 Months
3672,62,Female,Handbag,Accessories,3,3300,9900,Patna,L,Pink,Summer,4.8,No,2-Day Shipping,No,No,20,Paytm,Quarterly
3673,51,Female,Sandals,Footwear,1,4050,4050,Ranchi,S,Pink,Fall,4.5,No,Free Shipping,No,No,50,Credit Card,Monthly
3674,32,Female,Socks,Clothing,2,1400,2800,Bhubaneswar,M,Pink,Summer,4.2,No,2-Day Shipping,No,No,30,Debit Card,Fortnightly
3675,35,Female,Handbag,Accessories,2,3250,6500,Visakhapatnam,M,Blue,Winter,2.7,No,2-Day Shipping,No,No,24,Net Banking,Fortnightly
3676,70,Female,Hat,Accessories,3,4000,12000,Vijayawada,M,White,Winter,4.5,No,Express,No,No,1,Amazon Pay,Monthly
3677,19,Female,Jewelry,Accessories,2,4700,9400,Kochi,S,Teal,Spring,4.9,No,Free Shipping,No,No,15,EMI,Monthly
3678,32,Female,Backpack,Accessories,1,1500,1500,Thiruvananthapuram,M,Gray,Fall,2.8,No,Standard,No,No,48,Credit Card,Annually
3679,56,Female,Shirt,Clothing,3,2250,6750,Coimbatore,S,Beige,Fall,3.5,No,Standard,No,No,16,Credit Card,Fortnightly
